1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
1	2117	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
0	322	273|322|25|1190|0|526|606|14395|2117
